Fiyat,Lokasyon,Link,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt / Net M2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Krediye Uygunlu...,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Cephe,Takas,Kira Getirisi,Aidat,Yetkili Ofis,Site İçerisinde,Krediye Uygunluk,Depozito,Vs30
4.650.000 TL,İstanbul - Beylikdüzü - Gürpınar Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-gurpinar-satilik/daire/0-45304174,0-45304174,02-10-2025,Satılık,Daire,Daire,3 + 1,2.0,145 m2  / 135 m2,6 Katlı,4. Kat,11 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,,"Kuzey, Güney, Doğu, Batı",Hayır,35.000 TL,,,"Beyazkent Sitesi (İstanbul, Beylikdüzü, Gürpınar)",Uygun,,210
22.500.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/3424-271,3424-271,24-09-2025,Satılık,Daire,,3 + 1,2.0,110 m2  / 91 m2,9 Katlı,7. Kat,Sıfır Bina,Merkezi (Pay Öl...,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Güney, Doğu",Hayır,,2.5 TL,,,Uygun değil,,700
17.750.000 TL,İstanbul - Maltepe - İdealtepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-satilik/daire/14581-311,14581-311,24-09-2025,Satılık,Daire,,2 + 2,3.0,230 m2  / 200 m2,6 Katlı,6. Kat,4 Yaşında,Merkezi (Pay Öl...,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Doğu, Batı",Hayır,,,,,Uygun değil,,700
7.000.000 TL,İstanbul - Sancaktepe - Abdurrahmangazi Mah.,https://www.hepsiemlak.com/istanbul-sancaktepe-abdurrahmangazi-satilik/daire/140440-129,140440-129,21-10-2025,Satılık,Daire,,3 + 1,1.0,110 m2  / 100 m2,6 Katlı,4. Kat,1 Yaşında,Yerden Isıtma,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Güney, Batı",Hayır,,2 TL,,Evet,Uygun,,600
45.000.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/131250-631,131250-631,22-09-2025,Satılık,Daire,,4 + 1,2.0,220 m2  / 200 m2,10 Katlı,1. Kat,26 Yaşında,Merkezi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,6 TL,,,Uygun,,700
4.750.000 TL,İstanbul - Ümraniye - Çakmak Mah.,https://www.hepsiemlak.com/istanbul-umraniye-cakmak-satilik/daire/159866-100,159866-100,22-09-2025,Satılık,Daire,,2 + 1,1.0,95 m2  / 85 m2,3 Katlı,1. Kat,16 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Kiracılı,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,800
6.800.000 TL,İstanbul - Maltepe - Altıntepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-altintepe-satilik/daire/159731-22,159731-22,22-09-2025,Satılık,Daire,,2 + 1,1.0,75 m2  / 60 m2,4 Katlı,2. Kat,3 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Batı",Hayır,,400 TL,,,Uygun,,700
17.000.000 TL,İstanbul - Maltepe - Cevizli Mah.,https://www.hepsiemlak.com/istanbul-maltepe-cevizli-satilik/daire/0-45296065,0-45296065,17-10-2025,Satılık,Daire,Çatı Dubleksi,5 + 2,2.0,350 m2  / 310 m2,6 Katlı,En Üst Kat,23 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Güney, Doğu, Batı",Hayır,,250 TL,,,Uygun,,700
9.950.000 TL,İstanbul - Eyüpsultan - Düğmeciler Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-dugmeciler-satilik/daire/146407-56,146407-56,22-09-2025,Satılık,Daire,,2 + 1,2.0,115 m2  / 78 m2,9 Katlı,4. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,400
3.500.000 TL,İstanbul - Sarıyer - Ayazağa Mah.,https://www.hepsiemlak.com/istanbul-sariyer-ayazaga-satilik/daire/137669-490,137669-490,22-09-2025,Satılık,Daire,Daire,1 + 1,1.0,53 m2  / 40 m2,12 Katlı,1. Kat,10 Yaşında,Kombi,Doğalgaz,,Tapu Yok,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Batı,Hayır,30.000 TL,3.200 TL,Evet,Green Pine,Uygun değil,,800
6.450.000 TL,İstanbul - Beylikdüzü - Kavaklı Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/0-45289657,0-45289657,21-09-2025,Satılık,Daire,Dubleks,3 + 1,2.0,150 m2  / 140 m2,9 Katlı,9. Kat,8 Yaşında,Merkezi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,50.000 TL,,,Bey 2023 Evleri Sitesi,Uygun,,200
8.650.000 TL,İstanbul - Silivri - Yeni Mah.,https://www.hepsiemlak.com/istanbul-silivri-yeni-satilik/daire/139147-132,139147-132,08-10-2025,Satılık,Daire,,3 + 1,2.0,145 m2  / 126 m2,5 Katlı,4. Kat,2 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Doğu, Batı",Hayır,,3.2 TL,,Yaşam Kent Sitesi,Uygun,,250
5.900.000 TL,İstanbul - Kartal - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-kartal-cumhuriyet-satilik/daire/0-45287797,0-45287797,26-09-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 64 m2,8 Katlı,4. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,,,,Uygun,,800
8.950.000 TL,İstanbul - Bağcılar - Mahmutbey Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-mahmutbey-satilik/daire/159017-39,159017-39,20-09-2025,Satılık,Daire,Daire,3 + 1,2.0,175 m2  / 120 m2,21 Katlı,15. Kat,1 Yaşında,Merkezi (Pay Öl...,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,400
6.800.000 TL,İstanbul - Büyükçekmece - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-cumhuriyet-satilik/daire/0-45285251,0-45285251,26-09-2025,Satılık,Daire,Daire,3 + 1,2.0,140 m2  / 120 m2,5 Katlı,1. Kat,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Doğu, Batı",Hayır,40.000 TL,,,Seyirtepe Evleri Sitesi,Uygun,,200
4.400.000 TL,İstanbul - Büyükçekmece - Kamiloba Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-kamiloba-satilik/daire/156564-33,156564-33,20-09-2025,Satılık,Daire,Daire,1 + 1,1.0,120 m2  / 99 m2,4 Katlı,Ara Kat,25 Yaşında,Kat Kaloriferi,Doğalgaz,,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,,Hayır,,,Evet,,Uygun,,250
7.500.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/0-45282555,0-45282555,20-09-2025,Satılık,Daire,Daire,2 + 1,1.0,89 m2  / 80 m2,4 Katlı,4. Kat,1 Yaşında,Yerden Isıtma,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,,,,Umut Sitesi,Uygun,,200
6.700.000 TL,İstanbul - Beylikdüzü - Kavaklı Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-kavakli-satilik/daire/135302-338,135302-338,19-09-2025,Satılık,Daire,,3 + 1,2.0,180 m2  / 140 m2,4 Katlı,2. Kat,4 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu, Batı",Evet,,,Evet,Evet,Uygun,,200
1.545.000 TL,İstanbul - Esenyurt - Fatih Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-fatih-satilik/daire/105258-2760,105258-2760,22-09-2025,Satılık,Daire,,1 + 1,1.0,70 m2  / 65 m2,4 Katlı,1. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Kuzey, Güney, Doğu, Batı",Evet,,,,,Uygun,,200
31.000.000 TL,İstanbul - Eyüpsultan - Topçular Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-topcular-satilik/mustakil-ev/0-45277162,0-45277162,19-09-2025,Satılık,Müstakil Ev,Ters Dubleks,4 + 2,2.0,130 m2  / 115 m2,2 Katlı,,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,,,,,Uygun,,250
4.650.000 TL,İstanbul - Çekmeköy - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-cekmekoy-cumhuriyet-satilik/daire/160272-39,160272-39,25-09-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 77 m2,5 Katlı,1. Kat,1 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Boş,"Kuzey, Güney",Hayır,,,,,Uygun,,750
16.450.000 TL,İstanbul - Üsküdar - Sultantepe Mah.,https://www.hepsiemlak.com/istanbul-uskudar-sultantepe-satilik/daire/1700-959,1700-959,22-10-2025,Satılık,Daire,,3 + 2,2.0,150 m2  / 135 m2,5 Katlı,5. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun,,750
7.000.000 TL,İstanbul - Büyükçekmece - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-cumhuriyet-satilik/daire/136386-7,136386-7,29-09-2025,Satılık,Daire,,4 + 1,2.0,200 m2  / 190 m2,2 Katlı,2. Kat,1 Yaşında,Yerden Isıtma,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,300 TL,,Irmak Konakları,Uygun,,200
7.145.000 TL,İstanbul - Küçükçekmece - Mehmet Akif Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-mehmet-akif-satilik/daire/160129-18,160129-18,29-09-2025,Satılık,Daire,,5 + 2,2.0,200 m2  / 180 m2,4 Katlı,3. Kat,4 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Kuzey, Güney, Doğu",Hayır,,200 TL,,,Uygun,,350
2.445.000 TL,İstanbul - Gaziosmanpaşa - Yeni Mahalle Mah.,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-yeni-mahalle-satilik/daire/162786-13,162786-13,27-09-2025,Satılık,Daire,,2 + 1,1.0,95 m2  / 85 m2,4 Katlı,Giriş Katı,2 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Güney",Hayır,,,,,Uygun,,700
3.850.000 TL,İstanbul - Sultangazi - Gazi Mah.,https://www.hepsiemlak.com/istanbul-sultangazi-gazi-satilik/daire/145679-321,145679-321,09-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 85 m2,5 Katlı,1. Kat,1 Yaşında,Kombi,,,Kat İrtifakı,Eşyalı Değil,,,Mülk Sahibi,Güney,Hayır,,,,,Uygun,,350
12.400.000 TL,İstanbul - Küçükçekmece - Cennet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-satilik/daire/151891-146,151891-146,26-09-2025,Satılık,Daire,,4 + 2,2.0,165 m2  / 145 m2,5 Katlı,5. Kat,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,Sıfır,Boş,"Güney, Doğu, Batı",,,,Evet,,Uygun,,200
21.000.000 TL,İstanbul - Bakırköy - Şenlikköy Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-satilik/daire/145933-210,145933-210,09-10-2025,Satılık,Daire,Daire,4 + 1,2.0,200 m2  / 180 m2,4 Katlı,Ara Kat,10 Yaşında,Kat Kaloriferi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,,Güney,,,,Evet,Evet,Uygun,,250
9.500.000 TL,İstanbul - Esenler - Tuna Mah.,https://www.hepsiemlak.com/istanbul-esenler-tuna-satilik/bina/130532-620,130532-620,19-10-2025,Satılık,Bina,Daire,3 + 1,,108 m2  / 100 m2,2 Katlı,,30 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,,,Boş,,Hayır,45.000 TL,,Evet,,Uygun değil,,250
13.500.000 TL,İstanbul - Üsküdar - Mimar Sinan Mah.,https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-satilik/daire/65855-1038,65855-1038,13-10-2025,Satılık,Daire,,4 + 1,2.0,155 m2  / 130 m2,4 Katlı,4. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,450
1.680.000 TL,İstanbul - Esenyurt - Şehitler Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-sehitler-satilik/daire/146620-193,146620-193,29-09-2025,Satılık,Daire,,2 + 1,1.0,110 m2  / 100 m2,5 Katlı,Bahçe Katı,4 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Evet,,,,,Uygun,,320
4.750.000 TL,İstanbul - Eyüpsultan - Alibeyköy Mah.,https://www.hepsiemlak.com/istanbul-eyupsultan-alibeykoy-satilik/daire/66507-4102,66507-4102,05-10-2025,Satılık,Daire,,2 + 1,1.0,80 m2  / 75 m2,7 Katlı,Kot 1,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,,,,Uygun,,500
4.199.000 TL,İstanbul - Çekmeköy - Alemdağ Mah.,https://www.hepsiemlak.com/istanbul-cekmekoy-alemdag-satilik/daire/133477-654,133477-654,12-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 82 m2,4 Katlı,3. Kat,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,760
3.050.000 TL,İstanbul - Fatih - Silivrikapı Mah.,https://www.hepsiemlak.com/istanbul-fatih-silivrikapi-satilik/daire/113019-1455,113019-1455,20-10-2025,Satılık,Daire,Daire,2 + 1,1.0,60 m2  / 55 m2,4 Katlı,Yarı Bodrum,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Doğu,Hayır,20.000 TL,250 TL,Evet,,Uygun,,350
7.490.000 TL,İstanbul - Şişli - Eskişehir Mah.,https://www.hepsiemlak.com/istanbul-sisli-eskisehir-satilik/daire/134933-333,134933-333,20-10-2025,Satılık,Daire,,3 + 1,1.0,140 m2  / 125 m2,4 Katlı,2. Kat,40 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu",Hayır,,,Evet,,Uygun,,800
1.650.000 TL,İstanbul - Silivri - Mimar Sinan Mah.,https://www.hepsiemlak.com/istanbul-silivri-mimar-sinan-satilik/daire/143916-123,143916-123,06-10-2025,Satılık,Daire,,1 + 1,1.0,50 m2  / 45 m2,10 Katlı,6. Kat,4 Yaşında,Merkezi (Pay Öl...,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,,,1.700 TL,Evet,,Uygun,,200
6.900.000 TL,İstanbul - Kartal - Karlıktepe Mah.,https://www.hepsiemlak.com/istanbul-kartal-karliktepe-satilik/daire/93425-4467,93425-4467,16-10-2025,Satılık,Daire,,2 + 1,1.0,75 m2  / 64 m2,6 Katlı,5. Kat,Sıfır Bina,Kombi,,,Kat İrtifakı,,,,,,,,,,,Uygun,,780
6.975.000 TL,İstanbul - Fatih - Silivrikapı Mah.,https://www.hepsiemlak.com/istanbul-fatih-silivrikapi-satilik/daire/145847-282,145847-282,03-10-2025,Satılık,Daire,Çatı Dubleksi,4 + 1,2.0,110 m2  / 100 m2,3 Katlı,3. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Doğu, Batı",,35.000 TL,150 TL,Evet,,Uygun,,350
5.800.000 TL,İstanbul - Çekmeköy - Merkez Mah.,https://www.hepsiemlak.com/istanbul-cekmekoy-merkez-satilik/daire/160771-68,160771-68,07-10-2025,Satılık,Daire,,2 + 1,1.0,95 m2  / 85 m2,4 Katlı,1. Kat,Sıfır Bina,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Evet,,,,,Uygun,,750
13.000.000 TL,İstanbul - Bakırköy - Yeşilköy Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-yesilkoy-satilik/daire/53933-368,53933-368,09-10-2025,Satılık,Daire,Dubleks,3 + 1,2.0,160 m2  / 139 m2,3 Katlı,En Üst Kat,37 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,İkinci El,Kiracılı,"Güney, Doğu, Batı",,,,,,Uygun,,300
6.200.000 TL,İstanbul - Bakırköy - Zuhuratbaba Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-zuhuratbaba-satilik/daire/3450-731,3450-731,09-10-2025,Satılık,Daire,,2 + 1,1.0,100 m2  / 90 m2,4 Katlı,3. Kat,26 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,250
5.500.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/148484-119,148484-119,19-10-2025,Satılık,Daire,,4 + 1,3.0,130 m2  / 105 m2,3 Katlı,3. Kat,11 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,200
6.900.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/97573-658,97573-658,13-10-2025,Satılık,Daire,Daire,4 + 2,2.0,165 m2  / 160 m2,4 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı,Betonarme,Sıfır,Boş,"Güney, Doğu",Hayır,45.000 TL,250 TL,Evet,,Uygun,,200
6.200.000 TL,İstanbul - Küçükçekmece - Halkalı Merkez Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-halkali-merkez-satilik/daire/122950-591,122950-591,11-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 75 m2,12 Katlı,9. Kat,11 Yaşında,Merkezi (Pay Öl...,Elektrik,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Batı",Hayır,35.000 TL,3.421 TL,Evet,Elitist Park Konutları,Uygun,,300
6.200.000 TL,İstanbul - Küçükçekmece - Sultan Murat Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-sultan-murat-satilik/daire/151853-204,151853-204,05-10-2025,Satılık,Daire,Daire,2 + 1,1.0,110 m2  / 100 m2,2 Katlı,1. Kat,9 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,,Hayır,,,Evet,,Uygun,,250
6.200.000 TL,İstanbul - Küçükçekmece - Sultan Murat Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-sultan-murat-satilik/daire/151853-204,151853-204,05-10-2025,Satılık,Daire,Daire,2 + 1,1.0,110 m2  / 100 m2,2 Katlı,1. Kat,9 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,,Hayır,,,Evet,,Uygun,,250
3.600.000 TL,İstanbul - Avcılar - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/60890-772,60890-772,24-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 85 m2,2 Katlı,1. Kat,5 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,,Hayır,,,,,Uygun,,200
2.350.000 TL,İstanbul - Esenyurt - Güzelyurt Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-guzelyurt-satilik/daire/142578-127,142578-127,23-10-2025,Satılık,Daire,,2 + 1,1.0,100 m2  / 95 m2,4 Katlı,2. Kat,1 Yaşında,Kombi,,,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,200
5.000.000 TL,İstanbul - Bayrampaşa - Terazidere Mah.,https://www.hepsiemlak.com/istanbul-bayrampasa-terazidere-satilik/daire/44150-1889,44150-1889,20-10-2025,Satılık,Daire,Daire,2 + 1,1.0,110 m2  / 100 m2,5 Katlı,2. Kat,25 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney",Hayır,25.000 TL,100 TL,Evet,,Uygun,,200
1.190.000 TL,İstanbul - Esenler - Fevzi Çakmak Mah.,https://www.hepsiemlak.com/istanbul-esenler-fevzi-cakmak-satilik/daire/148455-72,148455-72,21-10-2025,Satılık,Daire,Bahçe Katı,1 + 1,1.0,60 m2  / 50 m2,5 Katlı,Kot 2,30 Yaşında,Kombi,Doğalgaz,,Hisseli Tapu,,,,Boş,,Hayır,,,Evet,,Uygun değil,,200
18.900.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/1005-4175,1005-4175,27-09-2025,Satılık,Daire,Daire,3 + 1,1.0,160 m2  / 120 m2,8 Katlı,4. Kat,25 Yaşında,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Batı",Hayır,,,Evet,,Uygun,,700
8.000.000 TL,İstanbul - Silivri - Mimar Sinan Mah.,https://www.hepsiemlak.com/istanbul-silivri-mimar-sinan-satilik/daire/139888-160,139888-160,25-10-2025,Satılık,Daire,Daire,4 + 1,2.0,195 m2  / 175 m2,9 Katlı,Ara Kat,5 Yaşında,Merkezi (Pay Öl...,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu, Batı",Hayır,,1.560 TL,Evet,,Uygun,,200
3.250.000 TL,İstanbul - Kağıthane - Seyrantepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-satilik/daire/150747-163,150747-163,10-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 80 m2,6 Katlı,5. Kat,25 Yaşında,Kombi,Doğalgaz,,Arsa,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney, Doğu, Batı",Hayır,22.000 TL,150 TL,Evet,,Uygun değil,,700
15.500.000 TL,İstanbul - Büyükçekmece - Ekinoba Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-ekinoba-satilik/daire/131435-93,131435-93,20-10-2025,Satılık,Daire,Dubleks,6 + 2,4.0,300 m2  / 280 m2,7 Katlı,En Üst Kat,10 Yaşında,Kombi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu, Batı",Hayır,80.000 TL,4.000 TL,Evet,,Uygun,,250
26.950.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/70637-1510,70637-1510,08-10-2025,Satılık,Daire,,3 + 1,2.0,130 m2  / 108 m2,8 Katlı,6. Kat,1 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Doğu",Hayır,,,,,Uygun değil,,700
20.000.000 TL,İstanbul - Beşiktaş - Türkali Mah.,https://www.hepsiemlak.com/istanbul-besiktas-turkali-satilik/daire/1217-6267,1217-6267,14-10-2025,Satılık,Daire,Çatı Dubleksi,3 + 1,2.0,81 m2  / 72 m2,6 Katlı,6. Kat,Sıfır Bina,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Doğu,Hayır,,,Evet,,Uygun,,840
1.700.000 TL,İstanbul - Pendik - Yayalar Mah.,https://www.hepsiemlak.com/istanbul-pendik-yayalar-satilik/daire/0-45473248,0-45473248,22-10-2025,Satılık,Daire,Daire,2 + 0,1.0,54 m2  / 38 m2,8 Katlı,Ara Kat,Sıfır Bina,Merkezi,Doğalgaz,,Kat Mülkiyeti,Eşyalı Değil,,Yapım Aşamasınd...,Boş,,Hayır,,,,Evet,Uygun değil,,700
4.475.000 TL,İstanbul - Ümraniye - Namık Kemal Mah.,https://www.hepsiemlak.com/istanbul-umraniye-namik-kemal-satilik/daire/156485-33,156485-33,22-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 70 m2,5 Katlı,Giriş Katı,25 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,,,,,Uygun değil,,800
4.250.000 TL,İstanbul - Bağcılar - Yıldıztepe Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-yildiztepe-satilik/daire/159985-13,159985-13,20-10-2025,Satılık,Daire,,2 + 1,1.0,90 m2  / 80 m2,3 Katlı,Ara Kat,16 Yaşında,Kombi,,,Kat İrtifakı,,,,,,,,,,,Uygun,,200
12.500.000 TL,İstanbul - Çatalca - Kestanelik Mah.,https://www.hepsiemlak.com/istanbul-catalca-kestanelik-satilik/villa/0-45454912,0-45454912,20-10-2025,Satılık,Villa,Dubleks,3 + 1,3.0,250 m2  / 169 m2,2 Katlı,,Sıfır Bina,Isıtma Yok,Elektrik,,Kooperatiften H...,Eşyalı,Betonarme,Sıfır,Mülk Sahibi,Kuzey,Hayır,,,,Evet,Uygun değil,,600
2.420.000 TL,İstanbul - Esenyurt - Yunus Emre Mah.,https://www.hepsiemlak.com/istanbul-esenyurt-yunus-emre-satilik/daire/0-45416916,0-45416916,13-10-2025,Satılık,Daire,Daire,2 + 1,1.0,100 m2  / 90 m2,5 Katlı,2. Kat,15 Yaşında,Kombi,Doğalgaz,,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Boş,Doğu,Hayır,,250 TL,,,Uygun,,200
