Fiyat,Lokasyon,Link,İlan no,Son Güncelleme,İlan Durumu,Konut Tipi,Konut Şekli,Oda Sayısı,Banyo Sayısı,Brüt / Net M2,Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Yakıt Tipi,Krediye Uygunlu...,Tapu Durumu,Eşya Durumu,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Cephe,Takas,Kira Getirisi,Aidat,Yetkili Ofis,Site İçerisinde,Krediye Uygunluk,Depozito,Vs30
17.550.000 TL,İstanbul - Kadıköy - Suadiye Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/84463-595,84463-595,21-10-2025,Satılık,Daire,,3 + 1,2.0,120 m2  / 98 m2,9 Katlı,2. Kat,4 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,Güney,Hayır,,1.000 TL,,Evet,Uygun,,700
5.400.000 TL,İstanbul - Sancaktepe - Fatih Mah.,https://www.hepsiemlak.com/istanbul-sancaktepe-fatih-satilik/daire/62344-1317,62344-1317,21-10-2025,Satılık,Daire,,3 + 2,1.0,140 m2  / 120 m2,4 Katlı,3. Kat,Sıfır Bina,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Kuzey, Batı",Hayır,,200 TL,,,Uygun,,350
18.500.000 TL,İstanbul - Sarıyer - Kireçburnu Mah.,https://www.hepsiemlak.com/istanbul-sariyer-kirecburnu-satilik/daire/1994-3320,1994-3320,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,155 m2  / 130 m2,5 Katlı,3. Kat,28 Yaşında,Merkezi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney, Doğu, Batı",Hayır,,2.500 TL,Evet,,Uygun,,750
24.000.000 TL,İstanbul - Üsküdar - Altunizade Mah.,https://www.hepsiemlak.com/istanbul-uskudar-altunizade-satilik/daire/1004-973,1004-973,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,210 m2  / 165 m2,3 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,,Hayır,,,Evet,,Uygun,,800
4.000.000 TL,İstanbul - Kağıthane - Gültepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-gultepe-satilik/daire/65108-2738,65108-2738,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 70 m2,5 Katlı,3. Kat,10 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,,Hayır,,,Evet,,Uygun,,700
6.750.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/110589-1585,110589-1585,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,180 m2  / 160 m2,4 Katlı,2. Kat,13 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Güney, Doğu",Hayır,30.000 TL,,Evet,,Uygun,,220
12.750.000 TL,İstanbul - Ümraniye - Armağanevler Mah.,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/70637-1548,70637-1548,20-10-2025,Satılık,Daire,Daire,3 + 1,2.0,135 m2  / 120 m2,13 Katlı,4. Kat,11 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu",Hayır,,,Evet,Sandra Evleri Sitesi Girişi,Uygun,,750
9.900.000 TL,İstanbul - Maltepe - Feyzullah Mah.,https://www.hepsiemlak.com/istanbul-maltepe-feyzullah-satilik/daire/5121-11406,5121-11406,21-10-2025,Satılık,Daire,,2 + 1,1.0,83 m2  / 71 m2,5 Katlı,3. Kat,1 Yaşında,Yerden Isıtma,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Güney, Doğu",Hayır,,,,,Uygun,,680
6.495.000 TL,İstanbul - Küçükçekmece - Cennet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-satilik/daire/73663-5929,73663-5929,21-10-2025,Satılık,Daire,Daire,3 + 1,,110 m2  / 100 m2,5 Katlı,2. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Doğu",Hayır,50.000 TL,250 TL,Evet,,Uygun,,200
6.950.000 TL,İstanbul - Beylikdüzü - Adnan Kahveci Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/132160-640,132160-640,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,195 m2  / 165 m2,14 Katlı,8. Kat,15 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,35.000 TL,1.250 TL,Evet,,Uygun,,220
12.750.000 TL,İstanbul - Maltepe - Küçükyalı Mah.,https://www.hepsiemlak.com/istanbul-maltepe-kucukyali-satilik/daire/5734-2434,5734-2434,21-10-2025,Satılık,Daire,,3 + 1,2.0,140 m2  / 130 m2,4 Katlı,3. Kat,11 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,1.000 TL,,,Uygun,,750
23.000.000 TL,İstanbul - Beşiktaş - Ortaköy Mah.,https://www.hepsiemlak.com/istanbul-besiktas-ortakoy-satilik/mustakil-ev/1042-2283,1042-2283,21-10-2025,Satılık,Müstakil Ev,Müstakil Ev,5 + 3,4.0,280 m2  / 260 m2,4 Katlı,,30 Yaşında,Kombi,Doğalgaz,Uygun,Müstakil Tapulu,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,,Hayır,,,Evet,,Uygun,,600
4.950.000 TL,İstanbul - Gaziosmanpaşa - Merkez Mah.,https://www.hepsiemlak.com/istanbul-gaziosmanpasa-merkez-satilik/daire/123806-224,123806-224,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,115 m2  / 105 m2,5 Katlı,Yüksek Giriş,15 Yaşında,Kombi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,Kuzey,Evet,35.000 TL,100 TL,Evet,,Uygun,,750
15.700.000 TL,İstanbul - Güngören - Mehmet Nesih Özmen Mah.,https://www.hepsiemlak.com/istanbul-gungoren-mehmet-nesih-ozmen-satilik/daire/145630-209,145630-209,20-10-2025,Satılık,Daire,Daire,3 + 1,2.0,135 m2  / 125 m2,5 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,75.000 TL,1 TL,Evet,,Uygun,,200
104.000.000 TL,İstanbul - Büyükçekmece - Alkent 2000 Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-alkent-2000-satilik/villa/161708-26,161708-26,21-10-2025,Satılık,Villa,,6 + 1,7.0,750 m2  / 500 m2,2 Katlı,Bahçe Katı,1 Yaşında,Yerden Isıtma,,Uygun değil,Kat Mülkiyeti,Eşyalı Değil,,,Boş,"Kuzey, Güney, Doğu, Batı",Evet,,,,Villamahal Evleri,Uygun değil,,220
22.500.000 TL,İstanbul - Adalar - Nizam Mah.,https://www.hepsiemlak.com/istanbul-adalar-nizam-satilik/daire/54895-1134,54895-1134,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,226 m2  / 81 m2,4 Katlı,Teras Katı,45 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,,2.000 TL,Evet,,Uygun,,580
7.500.000 TL,İstanbul - Maltepe - Cevizli Mah.,https://www.hepsiemlak.com/istanbul-maltepe-cevizli-satilik/daire/2584-5972,2584-5972,20-10-2025,Satılık,Daire,Daire,2 + 1,,95 m2  / 81 m2,4 Katlı,1. Kat,3 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu",Hayır,,,Evet,,Uygun,,700
9.000.000 TL,İstanbul - Küçükçekmece - Fatih Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-fatih-satilik/daire/131618-488,131618-488,21-10-2025,Satılık,Daire,,3 + 1,2.0,140 m2  / 130 m2,11 Katlı,7. Kat,3 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,Güney,Hayır,,,,,Uygun,,300
7.400.000 TL,İstanbul - Avcılar - Denizköşkler Mah.,https://www.hepsiemlak.com/istanbul-avcilar-denizkoskler-satilik/daire/148212-129,148212-129,20-10-2025,Satılık,Daire,,3 + 1,2.0,160 m2  / 140 m2,5 Katlı,5. Kat,3 Yaşında,Kombi,,Uygun,Yabancıdan,Eşyalı Değil,,,Boş,"Güney, Doğu, Batı",Hayır,,500 TL,,,Uygun,,220
5.100.000 TL,İstanbul - Beylikdüzü - Marmara Mah.,https://www.hepsiemlak.com/istanbul-beylikduzu-marmara-satilik/daire/160119-11,160119-11,15-10-2025,Satılık,Daire,,2 + 1,2.0,115 m2  / 105 m2,4 Katlı,Ara Kat,1 Yaşında,Merkezi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,Güney,Hayır,40.000 TL,,Evet,,Uygun,,210
6.500.000 TL,İstanbul - Kağıthane - Seyrantepe Mah.,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-satilik/daire/158189-63,158189-63,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 80 m2,6 Katlı,4. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,,Hayır,40.000 TL,,Evet,,Uygun,,700
8.350.000 TL,İstanbul - Maltepe - İdealtepe Mah.,https://www.hepsiemlak.com/istanbul-maltepe-idealtepe-satilik/daire/66056-10561,66056-10561,21-10-2025,Satılık,Daire,Daire,3 + 1,1.0,100 m2  / 85 m2,4 Katlı,Bahçe Katı,7 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,,Hayır,45.000 TL,,Evet,,Uygun,,700
30.650.000 TL,İstanbul - Kadıköy - Zühtüpaşa Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-zuhtupasa-satilik/daire/71032-3491,71032-3491,21-10-2025,Satılık,Daire,Dubleks,4 + 2,3.0,220 m2  / 180 m2,7 Katlı,7. Kat,10 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu, Batı",Hayır,,,,,Uygun,,350
25.750.000 TL,İstanbul - Kadıköy - Göztepe Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-goztepe-satilik/daire/141145-133,141145-133,21-10-2025,Satılık,Daire,,4 + 1,2.0,200 m2  / 160 m2,12 Katlı,12. Kat,31 Yaşında,Merkezi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Kuzey, Güney, Doğu, Batı",Hayır,,1.750 TL,,,Uygun,,800
3.160.000 TL,İstanbul - Kağıthane - Çağlayan Mah.,https://www.hepsiemlak.com/istanbul-kagithane-caglayan-satilik/daire/159834-18,159834-18,20-10-2025,Satılık,Daire,Daire,2 + 1,1.0,75 m2  / 70 m2,5 Katlı,Giriş Katı,11 Yaşında,Kombi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Kiracılı,"Güney, Doğu",Hayır,16.000 TL,250 TL,Evet,,Uygun,,700
8.300.000 TL,İstanbul - Bayrampaşa - Yıldırım Mah.,https://www.hepsiemlak.com/istanbul-bayrampasa-yildirim-satilik/daire/128703-144,128703-144,21-10-2025,Satılık,Daire,Dubleks,4 + 1,2.0,200 m2  / 180 m2,5 Katlı,Giriş Katı,12 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,,300 TL,Evet,,Uygun,,220
7.950.000 TL,İstanbul - Bağcılar - 15 Temmuz Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-15-temmuz-satilik/daire/19126-1470,19126-1470,21-10-2025,Satılık,Daire,Daire,2 + 1,2.0,130 m2  / 100 m2,17 Katlı,6. Kat,5 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Boş,Güney,Hayır,60.000 TL,2.500 TL,Evet,,Uygun,,250
11.000.000 TL,İstanbul - Beyoğlu - Cihangir Mah.,https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-satilik/daire/145560-248,145560-248,21-10-2025,Satılık,Daire,,1 + 1,1.0,70 m2  / 60 m2,4 Katlı,1. Kat,11 Yaşında,Kombi,,Uygun değil,Yabancıdan,Eşyalı Değil,,,Boş,"Doğu, Batı",Hayır,,1.000 TL,,,Uygun değil,,700
13.000.000 TL,İstanbul - Bakırköy - Zuhuratbaba Mah.,https://www.hepsiemlak.com/istanbul-bakirkoy-zuhuratbaba-satilik/daire/5467-3499,5467-3499,21-10-2025,Satılık,Daire,Dubleks,5 + 2,3.0,280 m2  / 250 m2,5 Katlı,En Üst Kat,31 Yaşında,Kombi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Doğu, Batı",Hayır,,,Evet,,Uygun,,250
5.600.000 TL,İstanbul - Arnavutköy - Nenehatun Mah.,https://www.hepsiemlak.com/istanbul-arnavutkoy-nenehatun-satilik/daire/133586-266,133586-266,20-10-2025,Satılık,Daire,,4 + 1,2.0,210 m2  / 200 m2,3 Katlı,Çatı Katı,1 Yaşında,Merkezi (Pay Öl...,,Uygun,Kat İrtifakı,Eşyalı Değil,,,Boş,"Güney, Batı",Evet,,,,,Uygun,,550
9.650.000 TL,İstanbul - Güngören - Mareşal Çakmak Mah.,https://www.hepsiemlak.com/istanbul-gungoren-maresal-cakmak-satilik/daire/146752-189,146752-189,20-10-2025,Satılık,Daire,Dubleks,3 + 2,3.0,160 m2  / 150 m2,4 Katlı,4. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Batı",Hayır,60.000 TL,,,,Uygun,,300
18.880.000 TL,İstanbul - Şişli - Teşvikiye Mah.,https://www.hepsiemlak.com/istanbul-sisli-tesvikiye-satilik/daire/1358-3981,1358-3981,21-10-2025,Satılık,Daire,,3 + 1,1.0,160 m2  / 140 m2,6 Katlı,5. Kat,31 Yaşında,Merkezi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Doğu",Hayır,,,,,Uygun,,800
4.500.000 TL,İstanbul - Zeytinburnu - Sümer Mah.,https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-satilik/daire/138972-231,138972-231,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,94 m2  / 80 m2,2 Katlı,1. Kat,15 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Mülk Sahibi,Doğu,Hayır,,150 TL,Evet,,Uygun,,200
2.850.000 TL,İstanbul - Ümraniye - Armağanevler Mah.,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/160222-132,160222-132,21-10-2025,Satılık,Daire,,1 + 1,1.0,60 m2  / 45 m2,5 Katlı,Bahçe Katı,1 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Kiracılı,"Güney, Batı",Hayır,,,,,Uygun,,750
27.500.000 TL,İstanbul - Büyükçekmece - Murat Çeşme Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-murat-cesme-satilik/villa/6056-13924,6056-13924,21-10-2025,Satılık,Villa,Tripleks,5 + 2,4.0,205 m2  / 190 m2,3 Katlı,,Sıfır Bina,Yerden Isıtma,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,,"Kuzey, Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,250
26.000.000 TL,İstanbul - Ataşehir - Barbaros Mah.,https://www.hepsiemlak.com/istanbul-atasehir-barbaros-satilik/daire/13567-7680,13567-7680,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,180 m2  / 160 m2,29 Katlı,6. Kat,9 Yaşında,Merkezi (Pay Öl...,Elektrik,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,,,Evet,Varyap Meridian Sitesi,Uygun,,700
13.000.000 TL,İstanbul - Beşiktaş - Gayrettepe Mah.,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-satilik/residence/98015-2247,98015-2247,21-10-2025,Satılık,Residence,Daire,1 + 1,1.0,70 m2  / 60 m2,25 Katlı,2. Kat,17 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,850
4.050.000 TL,İstanbul - Kağıthane - Yahya Kemal Mah.,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-satilik/daire/46572-11448,46572-11448,21-10-2025,Satılık,Daire,Daire,2 + 1,,100 m2  / 68 m2,5 Katlı,2. Kat,7 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Güney, Doğu",Hayır,,,Evet,,Uygun,,600
11.500.000 TL,İstanbul - Büyükçekmece - Fatih Mah.,https://www.hepsiemlak.com/istanbul-buyukcekmece-fatih-satilik/daire/98253-1091,98253-1091,21-10-2025,Satılık,Daire,Dubleks,5 + 2,3.0,260 m2  / 204 m2,5 Katlı,5. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat İrtifakı,,Betonarme,Sıfır,Boş,"Kuzey, Doğu",Hayır,,,Evet,,Uygun,,200
23.750.000 TL,İstanbul - Kadıköy - Erenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/1049-170686,1049-170686,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,120 m2  / 90 m2,13 Katlı,8. Kat,5 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,,Hayır,,,,,Uygun,,700
7.950.000 TL,İstanbul - Kadıköy - Merdivenköy Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-merdivenkoy-satilik/daire/162184-1,162184-1,21-10-2025,Satılık,Daire,,2 + 1,1.0,70 m2  / 50 m2,14 Katlı,1. Kat,1 Yaşında,Kombi,,Uygun,Kat Mülkiyeti,Eşyalı Değil,,,Boş,Güney,Hayır,,,,,Uygun,,750
4.750.000 TL,İstanbul - Üsküdar - Mimar Sinan Mah.,https://www.hepsiemlak.com/istanbul-uskudar-mimar-sinan-satilik/daire/157913-119,157913-119,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,80 m2  / 75 m2,5 Katlı,3. Kat,35 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,Güney,Hayır,35.000 TL,,Evet,,Uygun,,450
11.700.000 TL,İstanbul - Silivri - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-silivri-cumhuriyet-satilik/villa/113826-330,113826-330,21-10-2025,Satılık,Villa,,3 + 1,2.0,115 m2  / 110 m2,1 Katlı,Bahçe Katı,31 Yaşında,Isıtma Yok,,Uygun değil,Kat Mülkiyeti,Eşyalı Değil,,,Mülk Sahibi,"Güney, Doğu, Batı",Hayır,,,,Odaköy Sitesi,Uygun değil,,250
4.265.000 TL,İstanbul - Kağıthane - Hürriyet Mah.,https://www.hepsiemlak.com/istanbul-kagithane-hurriyet-satilik/daire/64057-1005,64057-1005,21-10-2025,Satılık,Daire,Dubleks,2 + 1,2.0,130 m2  / 110 m2,6 Katlı,6. Kat,6 Yaşında,Kombi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,İkinci El,,,Evet,35.000 TL,1.500 TL,Evet,,Uygun,,700
3.900.000 TL,İstanbul - Küçükçekmece - Cumhuriyet Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-cumhuriyet-satilik/daire/21171-9969,21171-9969,20-10-2025,Satılık,Daire,Daire,2 + 1,,100 m2  / 90 m2,3 Katlı,Giriş Katı,11 Yaşında,Kombi,Doğalgaz,Uygun,Yabancıdan,,,İkinci El,Kiracılı,"Kuzey, Batı",,20.000 TL,250 TL,Evet,,Uygun,,250
6.000.000 TL,İstanbul - Sultangazi - 75. Yıl Mah.,https://www.hepsiemlak.com/istanbul-sultangazi-75-yil-satilik/daire/146574-83,146574-83,21-10-2025,Satılık,Daire,Dubleks,4 + 2,2.0,170 m2  / 150 m2,5 Katlı,3. Kat,11 Yaşında,Kombi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,,İkinci El,Boş,,Hayır,,,Evet,,Uygun,,300
4.850.000 TL,İstanbul - Kartal - Karlıktepe Mah.,https://www.hepsiemlak.com/istanbul-kartal-karliktepe-satilik/daire/3447-21699,3447-21699,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,90 m2  / 80 m2,3 Katlı,Yüksek Giriş,13 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Güney,Hayır,30.000 TL,500 TL,Evet,,Uygun,,780
17.500.000 TL,İstanbul - Kadıköy - Suadiye Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/29305-11607,29305-11607,21-10-2025,Satılık,Daire,Daire,3 + 1,1.0,110 m2  / 90 m2,10 Katlı,6. Kat,6 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,,Betonarme,İkinci El,Boş,"Kuzey, Güney, Doğu, Batı",Hayır,85.000 TL,,Evet,,Uygun,,700
12.750.000 TL,İstanbul - Beşiktaş - Gayrettepe Mah.,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-satilik/daire/65405-700,65405-700,21-10-2025,Satılık,Daire,Daire,3 + 1,,140 m2  / 119 m2,7 Katlı,Kot 1,49 Yaşında,Merkezi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,Batı,Hayır,65.000 TL,2.750 TL,Evet,,Uygun,,850
11.650.000 TL,İstanbul - Beşiktaş - Dikilitaş Mah.,https://www.hepsiemlak.com/istanbul-besiktas-dikilitas-satilik/daire/150653-74,150653-74,21-10-2025,Satılık,Daire,Daire,2 + 1,1.0,110 m2  / 75 m2,7 Katlı,3. Kat,Sıfır Bina,Kombi,Doğalgaz,Uygun,Kat İrtifakı,Eşyalı Değil,Betonarme,Sıfır,Boş,,,75.000 TL,,,,Uygun,,880
1.800.000 TL,İstanbul - Bağcılar - Yenigün Mah.,https://www.hepsiemlak.com/istanbul-bagcilar-yenigun-satilik/daire/140491-233,140491-233,20-10-2025,Satılık,Daire,Daire,2 + 1,,85 m2  / 80 m2,4 Katlı,Kot 2,28 Yaşında,Kombi,Doğalgaz,Uygun değil,Hisseli Tapu,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu",Evet,20.000 TL,,Evet,,Uygun değil,,200
5.100.000 TL,İstanbul - Fatih - Haseki Sultan Mah.,https://www.hepsiemlak.com/istanbul-fatih-haseki-sultan-satilik/daire/110909-693,110909-693,19-10-2025,Satılık,Daire,Daire,2 + 1,1.0,85 m2  / 80 m2,5 Katlı,4. Kat,35 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu, Batı",Hayır,25.000 TL,200 TL,Evet,,Uygun,,300
9.750.000 TL,İstanbul - Kadıköy - Kozyatağı Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-kozyatagi-satilik/daire/2908-9451,2908-9451,21-10-2025,Satılık,Daire,Daire,1 + 1,1.0,65 m2  / 46 m2,25 Katlı,15. Kat,18 Yaşında,Merkezi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Güney, Doğu, Batı",Hayır,,,Evet,Baytur Kozyatağı Konutları Sitesi,Uygun,,800
19.950.000 TL,İstanbul - Kadıköy - Suadiye Mah.,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/117718-189,117718-189,21-10-2025,Satılık,Daire,Daire,1 + 1,1.0,100 m2  / 87 m2,5 Katlı,Ara Kat,Sıfır Bina,Yerden Isıtma,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Güney, Doğu, Batı",Hayır,,,Evet,,Uygun,,700
5.250.000 TL,İstanbul - Kağıthane - Hürriyet Mah.,https://www.hepsiemlak.com/istanbul-kagithane-hurriyet-satilik/daire/110231-75,110231-75,21-10-2025,Satılık,Daire,Daire,2 + 0,,74 m2  / 64 m2,3 Katlı,3. Kat,6 Yaşında,Kombi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Kiracılı,"Kuzey, Güney",Hayır,27.000 TL,200 TL,Evet,,Uygun,,700
7.000.000 TL,İstanbul - Küçükçekmece - Atakent Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-atakent-satilik/daire/47307-930,47307-930,21-10-2025,Satılık,Daire,Daire,3 + 1,1.0,105 m2  / 94 m2,17 Katlı,12. Kat,25 Yaşında,Merkezi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,İkinci El,Boş,"Kuzey, Batı",Hayır,,,Evet,,Uygun,,650
9.600.000 TL,İstanbul - Küçükçekmece - İnönü Mah.,https://www.hepsiemlak.com/istanbul-kucukcekmece-inonu-satilik/daire/81705-11346,81705-11346,21-10-2025,Satılık,Daire,Daire,3 + 1,2.0,140 m2  / 87 m2,21 Katlı,12. Kat,Sıfır Bina,Merkezi,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı Değil,Betonarme,Sıfır,Boş,"Kuzey, Güney",Hayır,,,Evet,Nivo İstanbul,Uygun,,250
8.900.000 TL,İstanbul - Pendik - Harmandere Mah.,https://www.hepsiemlak.com/istanbul-pendik-harmandere-satilik/daire/160381-33,160381-33,21-10-2025,Satılık,Daire,Daire,2 + 0,1.0,114 m2  / 90 m2,8 Katlı,3. Kat,7 Yaşında,Merkezi (Pay Öl...,Doğalgaz,Uygun,Kat Mülkiyeti,Eşyalı,Betonarme,İkinci El,Mülk Sahibi,"Kuzey, Güney, Doğu, Batı",Hayır,,,Evet,Still İstanbul Adoria,Uygun,,700
